,Products,depths,Solved
96,CCN(CC)c1cccc(C(=O)O)c1OC,1.0,True
97,Nc1ccc(C(=O)O)c(C(F)(F)F)c1,0.0,True
98,Cc1cc(OCc2cccc(Cl)c2)ccc1C(=O)O,1.0,True
99,N#Cc1cc(OCc2cccc(Cl)c2Cl)c(C(=O)O)cc1[N+](=O)[O-],1.0,True
100,O=C(O)c1cc2c(C(F)(F)F)c3ccccc3cc2cc1F,3.0,True
101,Cc1cccc(-c2cc(C)cc(C(=O)O)c2)c1,1.0,True
102,O=C(O)c1cc(O)cc(=O)[nH]1,0.0,True
103,COc1ccc(-c2cccc3cc(C(C)C)nc(C(=O)O)c23)cn1,6.0,True
104,COc1ccc(-c2cc(C)ccc2C(=O)O)cc1C(C)(C)C,1.0,True
105,CCc1cccc(C(=O)O)c1CC,1.0,True
106,O=C(O)c1cc(Oc2ccccc2OC(F)(F)F)ccn1,1.0,True
107,O=C(O)c1cnc(Cl)cc1C(F)(F)F,0.0,True
108,O=C(O)c1cccnc1Oc1cccc(Cl)c1Cl,1.0,True
109,O=C(O)c1ccc(C(F)(F)F)c(O)c1Br,1.0,True
110,O=C(O)c1c[nH]c2cc(O)ccc12,0.0,True
111,Cn1cc(-c2ccccc2)c(C(=O)O)n1,1.0,True
112,CCCc1ccc(-c2cc(C(=O)O)cc3ccccc23)cc1,1.0,True
113,O=C(O)c1ccc(OC(F)F)cc1Cl,0.0,True
114,C=Cc1cc(C(=C)C(=O)O)c(Cl)cc1Cl,4.0,True
115,O=C(O)c1nccc(F)c1-c1ccccc1Cl,1.0,True
116,Cc1cccc(C(=O)O)c1-c1cccnc1,0.0,True
117,COc1ccc2cc3cc(C(=O)O)[nH]c3cc2c1,2.0,True
118,CC(=O)c1ccc(F)c(C(=O)O)c1C(F)(F)F,1.0,True
119,O=C(O)CCC(=O)c1cccc(Cl)c1Cl,0.0,True
120,CC(C)c1cc(C(=O)O)c(O)c(C(C)C)c1,0.0,True
121,O=C(O)c1[nH]c(C(F)F)c(Br)c1C(F)F,6.0,True
122,CC(C)(C)Oc1ccc(-c2cc(C(=O)O)cc(C(F)(F)F)c2)cc1,1.0,True
123,CC(F)(CC(=O)O)c1cccc(C(F)(F)F)c1,3.0,True
124,CC(C)Oc1ccc(OCc2cccc(C(=N)N)c2)cc1C(=O)O,2.0,True
125,O=C(O)c1ccc(-c2cc(OC(F)F)ccc2F)cc1,1.0,True
126,CNc1cc(C(=O)O)c2cccc(C(F)(F)F)c2n1,3.0,True
127,O=C(O)c1ccccc1-c1ccc(OCc2ccccc2C(F)(F)F)cc1,1.0,True
128,CCCOc1ccnc(C(=O)O)c1,1.0,True
129,CCOc1ccc(C(=O)O)cc1-c1cccnc1,1.0,True
130,O=C(O)c1snc(-c2ccccc2)c1C(F)(F)F,11.0,False
131,O=C(O)c1cc(C(F)(F)F)ccc1-n1ccccc1=O,1.0,True
132,O=C(O)c1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,1.0,True
133,Cc1ccc(C(C)C)c(-c2ccc(C(=O)O)c(Cl)c2)n1,2.0,True
134,O=C(O)c1cocc1Cl,1.0,True
135,Cc1ccc(-c2cccc(C)c2O)nc1C(=O)O,1.0,True
136,Cc1ccccc1Cc1cccc(-c2cc(C(=O)O)c[nH]2)c1,1.0,True
137,O=C(O)c1c(-c2ccc(F)cc2)ccc2ccccc12,1.0,True
138,O=C(O)c1ccc(-c2c(F)cccc2Cl)c([N+](=O)[O-])c1,1.0,True
139,CC(c1ccsc1)c1ccc(-c2ccc(F)cc2)c(C(=O)O)c1,4.0,True
140,Cc1cc(C(=O)O)c(-c2cccc(Cl)c2)cc1[N+](=O)[O-],1.0,True
141,O=C(O)c1cccc(-c2cccc(C(F)(F)F)c2)c1Br,1.0,True
142,O=C(O)c1ccc(-c2ccc(C(F)(F)F)c(O)c2)cc1,1.0,True
143,CCCOc1c(-c2ccccc2C)ccc(C)c1C(=O)O,2.0,True
144,O=C(O)CCCC1CCCC1,0.0,True
145,O=C(O)c1ccc(OCc2cccc(Cl)c2Cl)cc1,1.0,True
146,CCOc1ncc(-c2cccc(OC)c2)cc1C(=O)O,1.0,True
147,COc1c(-c2cc(C)nc(C(=O)O)c2)ccc2sccc12,2.0,True
148,CCCOc1ccc(CC2CCCC2C(=O)O)cc1,2.0,True
149,CC(C)c1cccc(-n2cccc2-c2ccc(CC(=O)O)cc2)c1,2.0,True
150,CC(C)Oc1cc(C(F)(F)F)ncc1C(=O)O,1.0,True
151,COc1cccc(-c2sccc2C(=O)O)c1,1.0,True
152,O=C(O)c1ccc(-c2ccccc2)nc1,0.0,True
153,O=C(O)c1nc(Cl)cc(Cl)c1-c1ccc(Cl)cc1Cl,1.0,True
154,CCOc1c(C)c(C(=O)O)c2ccccc2c1Cl,3.0,True
155,CCC(=O)c1cccc(C(=O)O)c1,0.0,True
156,CCC(C)(C)c1cc(C)c(C(=O)O)s1,2.0,True
157,O=C(O)c1cc(-c2ccc(C(F)(F)F)cc2)ccc1-c1ccc(Cl)cc1,1.0,True
158,O=C(O)c1cccc(F)c1Oc1ccc(Cl)c(Cl)c1,1.0,True
159,O=C(O)c1nc(C(F)(F)F)cc2cc(F)cc(F)c12,4.0,True
160,COc1ccc(OC(F)(F)F)cc1-c1cc(C)sc1C(=O)O,1.0,True
161,Cc1ccnn1-c1ccc(C(F)(F)F)cc1C(=O)O,1.0,True
162,COc1cc(C)c(C(=O)O)c(COc2ccccc2C(F)(F)F)c1Cc1cc(C(F)(F)F)ccc1F,11.0,False
163,O=C(O)c1ccccc1-c1cnccc1C(=O)c1cccc(Cl)c1,1.0,True
164,O=C(O)c1ccc(Br)c(O)c1Cl,0.0,True
165,COc1cc(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(=O)O)c1OCCC(F)(F)F,4.0,True
166,Cc1cc(C)c(C)c(CNCc2ccc(C(=O)O)cc2)c1,1.0,True
167,CC(C)c1ccc(C(=O)O)s1,0.0,True
168,CC1(c2cc(F)c(C(=O)O)c(F)c2Cl)CCCO1,10.0,True
169,O=C(O)c1cc(Cl)cc(Cl)c1,0.0,True
170,COc1c(-n2nccc2C(=O)O)cc(Cl)cc1C(F)(F)F,2.0,True
171,O=C(O)c1ccc(-c2ccc(Cl)cc2Cl)[nH]1,0.0,True
172,O=C(O)c1[nH]cc(-c2ccccc2Cl)c1Br,2.0,True
173,Cc1[nH]c(=O)c2ccc(C(=O)O)cc2c1C,2.0,True
174,CCOc1ccccc1C(CCF)(CC(=O)O)c1cccc(F)c1,11.0,False
175,O=C(O)c1cc(Br)cc2c1CCC2,1.0,True
176,Cc1ccc(-c2cc(C#N)ccc2F)c(C(=O)O)n1,1.0,True
177,CCOc1cc(C(=O)O)ccc1-c1ccsc1,1.0,True
178,CCNC(=O)c1ccc(C(F)(F)F)cc1C(=O)O,2.0,True
179,COc1ccc(-c2cc(O)cc(C(=O)O)c2)cc1,1.0,True
180,O=C(O)C1(C(F)(F)F)CC1(F)F,2.0,True
181,Cn1cc(-c2ccc(O)c(C(F)(F)F)c2)cc1C(=O)O,1.0,True
182,O=C(O)c1[nH]nc2cc(F)c(F)cc12,0.0,True
183,COc1ccc(C(=O)O)cc1[N+](=O)[O-],0.0,True
184,CC(C)c1scc(C(=O)O)c1Br,1.0,True
185,CCc1ccc(-c2cc(OC)cc(C(=O)O)c2)cc1,1.0,True
186,CC(C)c1ccnc(C(C)(F)F)c1C(=O)O,4.0,True
187,COc1cc(-c2cccc(F)c2)ccc1C(=O)O,0.0,True
188,COc1cccc(C(c2cc(C(=O)O)[nH]n2)c2ccccc2F)c1,11.0,False
189,O=C(O)c1ccc(-c2ccccc2)cc1O,0.0,True
190,COc1nc(C(F)(F)F)ccc1-c1ccc(C(=O)O)cc1F,1.0,True
191,COc1c(C)ccc(-c2cc(C(=O)O)ccn2)c1C(C)C,4.0,True
192,COc1c(Br)cc(C(=O)O)cc1C(C)(C)C,1.0,True
193,O=C(O)c1c(F)cc(O)cc1Cl,1.0,True
194,Cc1cc(C)c(-c2cccc(Cl)c2Cl)c(C)c1C(=O)O,1.0,True
195,O=C(O)c1ccc(-c2cc(Cl)cc(C3CCC3)c2)cc1,2.0,True
196,Cc1ccc(-c2cccc(C(=O)O)c2)c(C(F)(F)F)c1,1.0,True
197,COc1c(Cl)cccc1COc1ccc(C(=O)O)cc1,1.0,True
198,CC(C)(C)c1ccc(Cl)cc1-c1cccc(F)c1C(C)(C)C(=O)O,2.0,True
199,CCOc1ccc(C(=O)NCc2ccc(OC)cc2OC)cc1C(=O)O,2.0,True
200,O=C(O)c1c(Cl)c(-n2cccn2)c2ccccc2c1Cl,3.0,True
201,CCCOc1ccccc1C(C)(CC(=O)O)c1ccc(Cl)c(C(F)(F)F)c1,11.0,False
202,Cc1ccc(C(=O)O)cc1-c1ccccc1Br,1.0,True
203,CCCCOc1cc(C(=O)O)c(F)cc1O,1.0,True
204,CCc1c(C(F)(F)F)ccc2cc(C(=O)O)[nH]c12,2.0,True
205,Cc1cccc(C(F)(F)F)c1-n1cc(-c2ccc(C(=O)O)c(Cl)c2F)cn1,2.0,True
206,COc1c(C(C)=O)ccc(C(=O)O)c1-c1ccc(C2(C)CCCCC2)cc1,5.0,True
207,O=C(O)CCC=C1CCc2c(F)cccc2C1(F)F,9.0,True
208,O=C(O)CCC1CCC1,0.0,True
209,CCc1cc(C(=O)O)cnc1-c1ccc(-c2ncccn2)cc1,3.0,True
210,COc1cccc(-c2sc(Cl)cc2C(=O)O)c1,2.0,True
211,COc1ccccc1-n1c(C(=O)O)ccc1[N+](=O)[O-],2.0,True
212,O=C(O)c1cc(Cl)cc2ccc(Cl)cc12,1.0,True
213,COc1cc(C)c(C(=O)O)c(OC)c1,0.0,True
214,Cc1ccc(-c2ccc(C(=O)O)c(OC(F)F)c2)cc1,1.0,True
215,O=C(O)c1cc(-c2c(F)cc(F)cc2F)c(F)cc1C(F)(F)F,1.0,True
216,COc1cc2cc(-c3ccc(Cl)cc3)n(C)c2cc1C(=O)O,2.0,True
217,O=C(O)c1ccc2ccsc2c1Cl,1.0,True
218,Cn1cccc1-c1cccnc1C(=O)O,1.0,True
219,O=C(O)Cc1ccccc1-c1cc(C(F)(F)F)ccc1F,1.0,True
220,COc1ccccc1Cc1cc(C(=O)O)nn1C,2.0,True
221,O=C(O)c1cc(-c2cccc(O)c2)ccc1C(F)(F)F,1.0,True
222,O=C(O)c1ccc(-c2ccc(Cl)cc2)cc1,0.0,True
223,CCc1ccc(-c2ccccc2)c2[nH]cc(C(=O)O)c12,2.0,True
224,O=C(O)c1cc(-c2ccccc2OCCN2CCCCC2)cc(C(F)(F)F)c1F,1.0,True
225,O=C(O)c1ccc2ccc(Br)cc2n1,0.0,True
226,O=C(O)c1cccc(OCc2ccccc2C(F)(F)F)c1,1.0,True
227,CC(C)n1cc(Cl)cc1C(=O)O,0.0,True
228,O=C(O)c1ccccc1OCc1ccc(Br)cc1OC(F)(F)F,1.0,True
229,O=C(O)c1ncc(F)c2[nH]ccc12,0.0,True
230,O=C(O)c1cc2cc(C(F)(F)F)ccc2oc1=O,1.0,True
231,O=C(O)CC1Cc2ccccc2C1=O,1.0,True
232,O=C(O)C=Cc1cc(O)ccc1O,0.0,True
233,CC(C)(C)Oc1ccc(C(=O)O)cc1C(F)(F)F,1.0,True
234,CCOc1c(N)ccc(C(=O)CC)c1CC(=O)O,4.0,True
235,COc1ccc(Oc2cc(-c3ccsc3)cc(C(=O)O)c2C)cc1,2.0,True
236,CC(=O)c1c(-c2cc(O)ccc2C(=O)O)ccc(C(C)C)c1Cl,3.0,True
237,CCCOc1cc(C(=O)O)cc([N+](=O)[O-])c1,1.0,True
238,CCOc1ccc(C(=O)O)c(Cl)c1,0.0,True
239,CC(=O)c1ccc(C(C)(C)C)cc1C(=O)O,1.0,True
240,Cc1cnc(C(=O)O)c(-c2ccccc2)c1,1.0,True
241,CCc1ccc(Oc2c(C(=O)O)cccc2C(F)(F)F)c2ncccc12,2.0,True
242,O=C(O)c1ccc2c(Cc3ccccc3F)cccc2[n+]1[O-],1.0,True
243,O=C(O)c1ccc(Cn2cncc2C(F)(F)F)c(F)c1,1.0,True
244,COc1ccc(Cl)c2c(C(=O)O)c[nH]c12,1.0,True
245,CCCOc1cc(Br)c(C(F)(F)F)cc1C(=O)O,1.0,True
246,COc1cccc(Oc2cc(C)ccc2C(=O)O)c1C(C)=O,1.0,True
247,CCc1c(C(=O)O)ccnc1C(C)C,2.0,True
248,CC(C)C(CC(=O)O)c1cc(-c2ccccc2)no1,7.0,True
249,O=C(O)c1ccc(-n2ccnc2)cc1,0.0,True
250,CSc1ccc(C(=O)O)cc1Cl,0.0,True
251,O=C(O)c1ccc(Cl)cc1OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.0,True
252,Cc1c(-c2cccc(C(F)F)c2)cc(Cl)c(Cl)c1C(=O)O,1.0,True
253,COc1ccccc1-c1ccc(Cl)cc1C(=O)O,1.0,True
254,Cc1c[nH]c2c(C(=O)O)c(F)ccc12,1.0,True
255,Cc1c(C(=O)O)[nH]c(-c2ccc(C(F)(F)F)cc2)c1-c1cccc(C(F)(F)F)c1,4.0,True
256,O=C(O)c1cc(-c2cccc(C(F)(F)F)c2)ccn1,0.0,True
257,O=C(O)c1ccc(OCc2ccc3ccccc3c2F)cc1,1.0,True
258,O=C(O)c1cc(O)ccc1-c1cnnc(C(F)(F)F)c1,2.0,True
259,O=C(O)c1ccc(-c2ccccc2C(F)(F)F)cn1,0.0,True
260,COc1ccc(-c2cc(C(F)(F)F)c(C(=O)O)nn2)cc1OC,1.0,True
261,O=C(O)c1[nH]ccc1-c1ccc(-c2cc[nH]c(=O)c2F)c(O)c1,3.0,True
262,COc1c(Cl)cc(C(C)C)cc1C(=O)O,1.0,True
263,COc1ccc(-c2onc(C(=O)O)c2C(F)F)cn1,11.0,False
264,O=C(O)c1ccc(-c2c(C(F)F)nc[nH]c2=O)cc1,1.0,True
265,O=C(O)c1ccc(OC(F)(F)F)c(F)c1C(F)(F)F,1.0,True
266,O=C(O)CCc1ccc(O)c(OC(F)F)c1,0.0,True
267,Cn1ncc(OCC(F)(F)F)c1C(=O)O,1.0,True
268,Cc1cccc(-c2cccc(C(=O)O)c2)c1C,0.0,True
269,O=C(O)c1ccc(OC(F)(F)F)cc1C(F)F,0.0,True
270,O=C(O)c1ccc(-c2ccc(F)cc2)nn1,1.0,True
271,CC(=O)c1cc(Cc2cc3ccccc3cc2C(=O)O)ccc1C(F)(F)F,2.0,True
272,Cc1ccccc1Cc1cc(Cl)c(C(=O)O)cc1OCC(F)(F)F,2.0,True
273,O=C(O)c1ccc(-c2ccc(OC(F)(F)F)cc2)cc1F,0.0,True
274,CC(=O)c1ccc(Cl)cc1-c1cc(O)c(C)cc1C(=O)O,2.0,True
275,CC(C)(c1ccc(Cl)cc1)c1ccc(C(=O)O)cc1,1.0,True
276,O=C(O)c1cc2ccccc2cc1Br,0.0,True
277,COc1cc(C(=O)O)ccc1-c1ccccc1,0.0,True
278,Cc1cc(C(C)C)c(C(C)C)cc1-c1ccc(C(=O)O)c(Cl)c1,4.0,True
279,COc1c(O)ccc2cc(C(=O)O)[nH]c12,2.0,True
280,O=C(O)c1cc2cc(Cl)ccc2[nH]1,0.0,True
281,COc1ccc2cc(C(=O)O)cc(C(C)=O)c2c1,2.0,True
282,O=C(O)c1c(O)cc(O)cc1-c1ccccn1,2.0,True
283,COc1ccc(C(=O)O)cc1-c1ccc(F)cc1F,1.0,True
284,O=C(O)c1cccc(-c2cc(C(F)(F)F)ccc2Cl)c1,1.0,True
285,CCOc1cc2c(=O)c(C(C)=O)coc2cc1C(=O)O,5.0,True
286,Cc1cc(C(C)C)c(C(=O)O)[nH]c1=O,2.0,True
287,CC(C)(C)c1nc2ccc(C(=O)O)cc2[nH]1,1.0,True
288,O=C(O)c1ccc(C2CC2)c(C(F)(F)F)c1,0.0,True
289,CCOc1ccc(C(=O)O)c(OC)c1OCC,2.0,True
290,CCCc1cc(C(=O)O)c(C)cc1-c1ccc(C(C)=O)c(C)c1,4.0,True
291,COc1ccc(-c2c(C)cccc2C(=O)O)cc1C,1.0,True
292,CC(C)Oc1cc(O)c(C(F)(F)F)cc1C(=O)O,2.0,True
293,O=C(O)c1nc(Br)c(F)cc1-c1cccc(Cl)c1,2.0,True
294,CC(=Cc1ccccc1C)C(=O)O,1.0,True
295,CC(C)Oc1cc(Cl)ccc1CC(=O)O,1.0,True
296,CCCOc1ccc(-c2c(C(=O)O)[nH]c3ccc(C(N)=O)cc23)cc1,2.0,True
297,O=C(O)c1ccc(Oc2cccc(OC(F)(F)F)c2)cc1,0.0,True
298,O=C(O)CCCOc1ccccc1Cl,0.0,True
299,Cc1cccc(C)c1-c1ccc(C(C(=O)O)c2cccs2)cc1,2.0,True
300,Cc1c(N)ccc(-c2cc(Cl)c(Cl)cc2C(=O)O)c1C,2.0,True
301,Cc1sc(C(=O)O)cc1-c1ccnc(F)c1,1.0,True
302,O=C(O)c1cc(-c2ccc3cc[nH]c3c2)ccn1,1.0,True
303,COc1ccc(Oc2ccc(OC)c(C(=O)O)c2)cc1OC,1.0,True
304,Cc1cc(-c2cc(C(F)(F)F)c(Cc3cnccn3)cc2C(=O)O)ccc1Cl,11.0,False
305,CC(F)(F)Oc1cccc(Cc2ccc3ccccc3c2C(=O)O)c1,5.0,True
306,O=C(O)c1ccc(-n2nccc2Br)cc1C(F)(F)F,1.0,True
307,O=C(O)c1cc2ccc(OC(F)(F)F)cc2[nH]1,0.0,True
308,COc1ccnc(C(F)(F)F)c1C(=O)O,0.0,True
309,CCc1cccc(-c2ccc(C(F)(F)F)cc2C(=O)O)c1,1.0,True
310,Cc1cccc(C)c1-c1ccc(CCCOc2cc(O)ccc2C(=O)O)cc1,2.0,True
311,Cc1cc(-c2c(Cl)c(C(F)F)cc(Cl)c2C(F)(F)F)cc(C(=O)O)c1C,3.0,True
312,CC(C)(C)c1ccccc1Oc1cccc(C(=O)O)c1,1.0,True
313,O=C(O)c1cc(C(F)F)c(C2CCC2)[nH]1,6.0,True
314,COc1cc(C(=O)O)ccc1Oc1cccc(C)c1,1.0,True
315,COc1cc(O)c(Br)cc1C(=O)O,1.0,True
316,O=C(O)c1ccc(OC(F)F)c([N+](=O)[O-])c1,0.0,True
317,CC1CCCC(C)(C(=O)O)C1,1.0,True
318,CC(C)c1cccc(C(=O)O)c1COc1cc(F)ccc1Cl,2.0,True
319,C=CCOc1ccccc1C(=O)O,0.0,True
320,Cc1cc(-c2ccc(C(=O)O)cc2)cc(C)c1F,1.0,True
321,CC(C)(C)c1cc(C(=O)O)ccn1,0.0,True
322,O=C(O)c1ccc(C(F)(F)F)cn1,0.0,True
323,O=C(O)CC1Cc2ccccc2C1,0.0,True
324,CCOc1c(F)c(C(F)(F)F)cc2c(C)c(C(=O)O)[nH]c12,3.0,True
325,O=C(O)c1ccccc1-c1c(Cl)ccc(Cl)c1Cl,1.0,True
326,Cc1cccc(C(=O)O)c1F,0.0,True
327,O=C(O)CCC(=O)c1ccc(OCC2CC2)cc1,1.0,True
328,O=C(O)c1cc(-c2cccc(F)c2)cc(F)c1C(F)(F)F,1.0,True
329,CC(=O)NCc1ccsc1-c1ccc(C(=O)O)nc1,2.0,True
330,CCCCOc1cc(OC)c(OCC=C(C)C)cc1C(=O)O,3.0,True
331,O=C(O)CCc1c(O)ccc(-c2ccncc2)c1Br,2.0,True
332,C=Cc1c(C(=O)O)ccc(O)c1-c1[nH]c(-c2ccccc2O)nc1C,7.0,True
333,O=C(O)c1cc(Cc2ccc(Cl)cc2Cl)ccn1,1.0,True
334,O=C(O)c1cc(C(=O)C(F)(F)F)c2ccccc2c1,1.0,True
335,CCCCCOc1cccc(OC)c1C(=O)O,1.0,True
336,CCCC(CC(=O)O)c1ccc(Cl)c(Cl)c1,3.0,True
337,O=C(O)c1n[nH]c(Cc2cc(Cl)c(Cl)cc2Cl)c1Cl,9.0,True
338,CCCc1ccc(C(=O)O)c(F)c1C,1.0,True
